=== Class Histogram (HotSpot DiagnosticCommand) ===
Platform  : JDK=17 vendor=Oracle Corporation vm=Java HotSpot(TM) 64-Bit Server VM pid=52983 graalNative=false j9=false
Process   : 52983@kr15py
Time      : Wed Sep 16 11:29:41 AEST 2026

 num     #instances         #bytes  class name (module)
 971:             1             16  com.sun.tools.javac.code.Symtab$$Lambda$105/0x000000a8010f2130 (jdk.compiler@17.0.15)
 972:             1             16  com.sun.tools.javac.code.Symtab$$Lambda$73/0x000000a8010be270 (jdk.compiler@17.0.15)
 973:             1             16  com.sun.tools.javac.code.Type$4 (jdk.compiler@17.0.15)
 974:             1             16  com.sun.tools.javac.code.TypeMetadata (jdk.compiler@17.0.15)
 975:             1             16  com.sun.tools.javac.code.Types$$Lambda$174/0x000000a80112d830 (jdk.compiler@17.0.15)
 976:             1             16  com.sun.tools.javac.code.Types$$Lambda$175/0x000000a80112da60 (jdk.compiler@17.0.15)
 977:             1             16  com.sun.tools.javac.code.Types$$Lambda$176/0x000000a80112dca8 (jdk.compiler@17.0.15)
 978:             1             16  com.sun.tools.javac.code.Types$$Lambda$81/0x000000a8010dae38 (jdk.compiler@17.0.15)
 979:             1             16  com.sun.tools.javac.code.Types$20 (jdk.compiler@17.0.15)
 980:             1             16  com.sun.tools.javac.code.Types$24 (jdk.compiler@17.0.15)
 981:             1             16  com.sun.tools.javac.code.Types$HashCodeVisitor (jdk.compiler@17.0.15)
 982:             1             16  com.sun.tools.javac.comp.Attr$$Lambda$159/0x000000a8011258a8 (jdk.compiler@17.0.15)
 983:             1             16  com.sun.tools.javac.comp.Attr$$Lambda$160/0x000000a801125af8 (jdk.compiler@17.0.15)
 984:             1             16  com.sun.tools.javac.comp.Attr$$Lambda$205/0x000000a80113f920 (jdk.compiler@17.0.15)
 985:             1             16  com.sun.tools.javac.comp.Attr$$Lambda$207/0x000000a80113d238 (jdk.compiler@17.0.15)
 986:             1             16  com.sun.tools.javac.comp.Attr$$Lambda$209/0x000000a80113d6a0 (jdk.compiler@17.0.15)
 987:             1             16  com.sun.tools.javac.comp.Check$$Lambda$157/0x000000a801126898 (jdk.compiler@17.0.15)
 988:             1             16  com.sun.tools.javac.comp.Check$$Lambda$77/0x000000a8010c6620 (jdk.compiler@17.0.15)
 989:             1             16  com.sun.tools.javac.comp.Check$2 (jdk.compiler@17.0.15)
 990:             1             16  com.sun.tools.javac.comp.Infer$CheckBounds$$Lambda$169/0x000000a80112b990 (jdk.compiler@17.0.15)
 991:             1             16  com.sun.tools.javac.comp.InferenceContext$$Lambda$171/0x000000a80112c480 (jdk.compiler@17.0.15)
 992:             1             16  com.sun.tools.javac.comp.InferenceContext$$Lambda$177/0x000000a80112e120 (jdk.compiler@17.0.15)
 993:             1             16  com.sun.tools.javac.comp.Modules$$Lambda$76/0x000000a8010c4000 (jdk.compiler@17.0.15)
 994:             1             16  com.sun.tools.javac.comp.Operators$$Lambda$100/0x000000a8010ed000 (jdk.compiler@17.0.15)
 995:             1             16  com.sun.tools.javac.comp.Operators$$Lambda$101/0x000000a8010ed250 (jdk.compiler@17.0.15)
 996:             1             16  com.sun.tools.javac.comp.Operators$$Lambda$102/0x000000a8010ed4a0 (jdk.compiler@17.0.15)
 997:             1             16  com.sun.tools.javac.comp.Operators$$Lambda$97/0x000000a8010ee660 (jdk.compiler@17.0.15)
 998:             1             16  com.sun.tools.javac.comp.Operators$BinaryNumericOperator$$Lambda$99/0x000000a8010ef928 (jdk.compiler@17.0.15)
 999:             1             16  com.sun.tools.javac.comp.Operators$OperatorHelper$$Lambda$193/0x000000a801138ee8 (jdk.compiler@17.0.15)
1000:             1             16  com.sun.tools.javac.comp.Operators$OperatorHelper$$Lambda$194/0x000000a801139128 (jdk.compiler@17.0.15)
1001:             1             16  com.sun.tools.javac.comp.Operators$OperatorType$$Lambda$85/0x000000a8010ea7c8 (jdk.compiler@17.0.15)
1002:             1             16  com.sun.tools.javac.comp.Operators$OperatorType$$Lambda$86/0x000000a8010eaa08 (jdk.compiler@17.0.15)
1003:             1             16  com.sun.tools.javac.comp.Operators$OperatorType$$Lambda$87/0x000000a8010eac48 (jdk.compiler@17.0.15)
1004:             1             16  com.sun.tools.javac.comp.Operators$OperatorType$$Lambda$88/0x000000a8010eae88 (jdk.compiler@17.0.15)
1005:             1             16  com.sun.tools.javac.comp.Operators$OperatorType$$Lambda$89/0x000000a8010eb0c8 (jdk.compiler@17.0.15)
1006:             1             16  com.sun.tools.javac.comp.Operators$OperatorType$$Lambda$90/0x000000a8010eb308 (jdk.compiler@17.0.15)
1007:             1             16  com.sun.tools.javac.comp.Operators$OperatorType$$Lambda$91/0x000000a8010eb548 (jdk.compiler@17.0.15)
1008:             1             16  com.sun.tools.javac.comp.Operators$OperatorType$$Lambda$92/0x000000a8010eb788 (jdk.compiler@17.0.15)
1009:             1             16  com.sun.tools.javac.comp.Operators$OperatorType$$Lambda$93/0x000000a8010eb9c8 (jdk.compiler@17.0.15)
1010:             1             16  com.sun.tools.javac.comp.Operators$OperatorType$$Lambda$94/0x000000a8010ebc08 (jdk.compiler@17.0.15)
1011:             1             16  com.sun.tools.javac.comp.Operators$OperatorType$$Lambda$95/0x000000a8010ee000 (jdk.compiler@17.0.15)
1012:             1             16  com.sun.tools.javac.comp.Operators$UnaryNumericOperator$$Lambda$84/0x000000a8010ea330 (jdk.compiler@17.0.15)
1013:             1             16  com.sun.tools.javac.comp.Resolve$$Lambda$78/0x000000a8010cb168 (jdk.compiler@17.0.15)
1014:             1             16  com.sun.tools.javac.comp.TypeEnter$$Lambda$156/0x000000a801126678 (jdk.compiler@17.0.15)
1015:             1             16  com.sun.tools.javac.file.CacheFSInfo$$Lambda$38/0x000000a801014ec0 (jdk.compiler@17.0.15)
1016:             1             16  com.sun.tools.javac.file.CacheFSInfo$$Lambda$62/0x000000a80103e000 (jdk.compiler@17.0.15)
1017:             1             16  com.sun.tools.javac.file.JavacFileManager$$Lambda$119/0x000000a801113bf8 (jdk.compiler@17.0.15)
1018:             1             16  com.sun.tools.javac.file.JavacFileManager$$Lambda$46/0x000000a80101f208 (jdk.compiler@17.0.15)
1019:             1             16  com.sun.tools.javac.file.JavacFileManager$1 (jdk.compiler@17.0.15)
1020:             1             16  com.sun.tools.javac.file.Locations$$Lambda$44/0x000000a80101d948 (jdk.compiler@17.0.15)
1021:             1             16  com.sun.tools.javac.file.Locations$ModuleSourcePathLocationHandler$$Lambda$45/0x000000a80101e7c8 (jdk.compiler@17.0.15)
1022:             1             16  com.sun.tools.javac.jvm.Gen$$Lambda$213/0x000000a80118a728 (jdk.compiler@17.0.15)
1023:             1             16  com.sun.tools.javac.jvm.Items$ImmediateItem$$Lambda$212/0x000000a80118a508 (jdk.compiler@17.0.15)
1024:             1             16  com.sun.tools.javac.jvm.Items$StaticItem$$Lambda$211/0x000000a801188d80 (jdk.compiler@17.0.15)
1025:             1             16  com.sun.tools.javac.jvm.Items$StaticItem$$Lambda$214/0x000000a80118a948 (jdk.compiler@17.0.15)
1026:             1             16  com.sun.tools.javac.jvm.PoolReader$$Lambda$143/0x000000a80111f840 (jdk.compiler@17.0.15)
1027:             1             16  com.sun.tools.javac.main.Option$$Lambda$41/0x000000a80101c2a8 (jdk.compiler@17.0.15)
1028:             1             16  com.sun.tools.javac.model.FilteredMemberList$$Lambda$210/0x000000a8011886f8 (jdk.compiler@17.0.15)
1029:             1             16  com.sun.tools.javac.parser.JavacParser$$Lambda$113/0x000000a80110dee8 (jdk.compiler@17.0.15)
1030:             1             16  com.sun.tools.javac.parser.JavacParser$$Lambda$114/0x000000a80110e7f8 (jdk.compiler@17.0.15)
1031:             1             16  com.sun.tools.javac.processing.JavacProcessingEnvironment$$Lambda$112/0x000000a80110a4a8 (jdk.compiler@17.0.15)
1032:             1             16  com.sun.tools.javac.util.Iterators$1 (jdk.compiler@17.0.15)
1033:             1             16  com.sun.tools.javac.util.List$$Lambda$161/0x000000a801125d38 (jdk.compiler@17.0.15)
1034:             1             16  com.sun.tools.javac.util.List$$Lambda$162/0x000000a801124800 (jdk.compiler@17.0.15)
1035:             1             16  com.sun.tools.javac.util.List$$Lambda$163/0x000000a801124a30 (jdk.compiler@17.0.15)
1036:             1             16  com.sun.tools.javac.util.List$$Lambda$164/0x000000a801124c78 (jdk.compiler@17.0.15)
1037:             1             16  com.sun.tools.javac.util.List$2 (jdk.compiler@17.0.15)
1038:             1             16  java.io.FileDescriptor$1 (java.base@17.0.15)
1039:             1             16  java.io.FilePermission$1 (java.base@17.0.15)
1040:             1             16  java.io.RandomAccessFile$2 (java.base@17.0.15)
1041:             1             16  java.lang.ApplicationShutdownHooks$1 (java.base@17.0.15)
1042:             1             16  java.lang.CharacterData00 (java.base@17.0.15)
1043:             1             16  java.lang.CharacterDataLatin1 (java.base@17.0.15)
1044:             1             16  java.lang.Class$$Lambda$253/0x000000a8011c1c08 (java.base@17.0.15)
1045:             1             16  java.lang.Float (java.base@17.0.15)
1046:             1             16  java.lang.Module$$Lambda$232/0x000000a8011729f8 (java.base@17.0.15)
1047:             1             16  java.lang.ProcessHandleImpl$$Lambda$1/0x000000a801042a18 (java.base@17.0.15)
1048:             1             16  java.lang.Runtime (java.base@17.0.15)
1049:             1             16  java.lang.String$CaseInsensitiveComparator (java.base@17.0.15)
1050:             1             16  java.lang.System$2 (java.base@17.0.15)
1051:             1             16  java.lang.System$LoggerFinder$$Lambda$246/0x000000a801177048 (java.base@17.0.15)
1052:             1             16  java.lang.Terminator$1 (java.base@17.0.15)
1053:             1             16  java.lang.invoke.ClassSpecializer$1 (java.base@17.0.15)
1054:             1             16  java.lang.invoke.MemberName$Factory (java.base@17.0.15)
1055:             1             16  java.lang.invoke.MethodHandleImpl$1 (java.base@17.0.15)
1056:             1             16  java.lang.invoke.StringConcatFactory$1 (java.base@17.0.15)
1057:             1             16  java.lang.invoke.StringConcatFactory$2 (java.base@17.0.15)
1058:             1             16  java.lang.invoke.StringConcatFactory$3 (java.base@17.0.15)
1059:             1             16  java.lang.invoke.VarHandle$1 (java.base@17.0.15)
1060:             1             16  java.lang.management.DefaultPlatformMBeanProvider (java.management@17.0.15)
1061:             1             16  java.lang.management.DefaultPlatformMBeanProvider$5$$Lambda$238/0x000000a801174ba8 (java.management@17.0.15)
1062:             1             16  java.lang.management.ManagementFactory$$Lambda$225/0x000000a80115d3d8 (java.management@17.0.15)
1063:             1             16  java.lang.management.ManagementFactory$$Lambda$226/0x000000a80115d628 (java.management@17.0.15)
1064:             1             16  java.lang.management.ManagementFactory$$Lambda$227/0x000000a80115d868 (java.management@17.0.15)
1065:             1             16  java.lang.management.ManagementFactory$$Lambda$3/0x000000a801045928 (java.management@17.0.15)
1066:             1             16  java.lang.module.ModuleDescriptor$1 (java.base@17.0.15)
1067:             1             16  java.lang.module.ModuleDescriptor$Builder$$Lambda$34/0x80000003a (java.base@17.0.15)
1068:             1             16  java.lang.ref.Cleaner (java.base@17.0.15)
1069:             1             16  java.lang.ref.Cleaner$1 (java.base@17.0.15)
1070:             1             16  java.lang.ref.Reference$1 (java.base@17.0.15)
1071:             1             16  java.lang.reflect.Proxy$$Lambda$229/0x000000a801171c60 (java.base@17.0.15)
1072:             1             16  java.lang.reflect.Proxy$ProxyBuilder$$Lambda$230/0x000000a8011720a0 (java.base@17.0.15)
1073:             1             16  java.lang.reflect.ProxyGenerator$$Lambda$235/0x000000a8011735c0 (java.base@17.0.15)
1074:             1             16  java.lang.reflect.ProxyGenerator$$Lambda$236/0x000000a801173800 (java.base@17.0.15)
1075:             1             16  java.lang.reflect.ReflectAccess (java.base@17.0.15)
1076:             1             16  java.net.InetAddress$1 (java.base@17.0.15)
1077:             1             16  java.net.InetAddress$PlatformNameService (java.base@17.0.15)
1078:             1             16  java.net.URI$1 (java.base@17.0.15)
1079:             1             16  java.net.URL$3 (java.base@17.0.15)
1080:             1             16  java.net.URL$DefaultFactory (java.base@17.0.15)
1081:             1             16  java.nio.Bits$1 (java.base@17.0.15)
1082:             1             16  java.nio.Buffer$1 (java.base@17.0.15)
1083:             1             16  java.nio.file.Files$AcceptAllFilter (java.base@17.0.15)
1084:             1             16  java.security.AllPermission (java.base@17.0.15)
1085:             1             16  java.security.ProtectionDomain$JavaSecurityAccessImpl (java.base@17.0.15)
1086:             1             16  java.security.Security$2 (java.base@17.0.15)
1087:             1             16  java.text.DecimalFormatSymbols$$Lambda$60/0x800000062 (java.base@17.0.15)
1088:             1             16  java.text.DontCareFieldPosition$1 (java.base@17.0.15)
1089:             1             16  java.time.chrono.IsoChronology (java.base@17.0.15)
1090:             1             16  java.util.Collections$EmptyEnumeration (java.base@17.0.15)
1091:             1             16  java.util.Collections$EmptyIterator (java.base@17.0.15)
1092:             1             16  java.util.Collections$EmptyList (java.base@17.0.15)
1093:             1             16  java.util.Collections$EmptySet (java.base@17.0.15)
1094:             1             16  java.util.EnumMap$1 (java.base@17.0.15)
1095:             1             16  java.util.IdentityHashMap$Values (java.base@17.0.15)
1096:             1             16  java.util.Locale$Builder (java.base@17.0.15)
1097:             1             16  java.util.ResourceBundle$1 (java.base@17.0.15)
1098:             1             16  java.util.ResourceBundle$Control (java.base@17.0.15)
1099:             1             16  java.util.Spliterators$EmptySpliterator$OfDouble (java.base@17.0.15)
1100:             1             16  java.util.Spliterators$EmptySpliterator$OfInt (java.base@17.0.15)
1101:             1             16  java.util.Spliterators$EmptySpliterator$OfLong (java.base@17.0.15)
1102:             1             16  java.util.Spliterators$EmptySpliterator$OfRef (java.base@17.0.15)
1103:             1             16  java.util.concurrent.ConcurrentSkipListMap$KeySet (java.base@17.0.15)
1104:             1             16  java.util.concurrent.ConcurrentSkipListSet (java.base@17.0.15)
1105:             1             16  java.util.concurrent.SynchronousQueue$TransferStack (java.base@17.0.15)
1106:             1             16  java.util.concurrent.ThreadPoolExecutor$AbortPolicy (java.base@17.0.15)
1107:             1             16  java.util.concurrent.locks.ReentrantReadWriteLock$ReadLock (java.base@17.0.15)
1108:             1             16  java.util.concurrent.locks.ReentrantReadWriteLock$Sync$ThreadLocalHoldCounter (java.base@17.0.15)
1109:             1             16  java.util.concurrent.locks.ReentrantReadWriteLock$WriteLock (java.base@17.0.15)
1110:             1             16  java.util.function.Function$$Lambda$126/0x000000a801140000 (java.base@17.0.15)
1111:             1             16  java.util.jar.Attributes (java.base@17.0.15)
1112:             1             16  java.util.jar.JavaUtilJarAccessImpl (java.base@17.0.15)
1113:             1             16  java.util.logging.Level$$Lambda$41/0x80000004f (java.logging@17.0.15)
1114:             1             16  java.util.logging.Level$KnownLevel$$Lambda$39/0x80000004d (java.logging@17.0.15)
1115:             1             16  java.util.logging.Level$KnownLevel$$Lambda$40/0x80000004e (java.logging@17.0.15)
1116:             1             16  java.util.logging.Level$KnownLevel$$Lambda$42/0x800000050 (java.logging@17.0.15)
1117:             1             16  java.util.logging.LogManager$LoggingProviderAccess (java.logging@17.0.15)
1118:             1             16  java.util.logging.LogManager$VisitedLoggers (java.logging@17.0.15)
1119:             1             16  java.util.logging.Logging (java.logging@17.0.15)
1120:             1             16  java.util.regex.CharPredicates$$Lambda$20/0x800000029 (java.base@17.0.15)
1121:             1             16  java.util.regex.CharPredicates$$Lambda$48/0x800000056 (java.base@17.0.15)
1122:             1             16  java.util.regex.Pattern$$Lambda$69/0x000000a801069db8 (java.base@17.0.15)
1123:             1             16  java.util.regex.Pattern$Caret (java.base@17.0.15)
1124:             1             16  java.util.regex.Pattern$CharPredicate$$Lambda$23/0x80000002d (java.base@17.0.15)
1125:             1             16  java.util.regex.Pattern$LastNode (java.base@17.0.15)
1126:             1             16  java.util.regex.Pattern$Node (java.base@17.0.15)
1127:             1             16  java.util.stream.Collectors$$Lambda$13/0x000000a80104e098 (java.base@17.0.15)
1128:             1             16  java.util.stream.Collectors$$Lambda$14/0x000000a80104e2b8 (java.base@17.0.15)
1129:             1             16  java.util.stream.Collectors$$Lambda$15/0x000000a80104e4e8 (java.base@17.0.15)
1130:             1             16  java.util.stream.Collectors$$Lambda$239/0x000000a801174de8 (java.base@17.0.15)
1131:             1             16  java.util.stream.Collectors$$Lambda$241/0x000000a801175240 (java.base@17.0.15)
1132:             1             16  java.util.stream.Collectors$$Lambda$42/0x000000a801062fe0 (java.base@17.0.15)
1133:             1             16  java.util.stream.Collectors$$Lambda$43/0x000000a801063210 (java.base@17.0.15)
1134:             1             16  java.util.stream.Collectors$$Lambda$45/0x800000053 (java.base@17.0.15)
1135:             1             16  java.util.stream.Collectors$$Lambda$46/0x800000054 (java.base@17.0.15)
1136:             1             16  java.util.stream.Collectors$$Lambda$47/0x800000055 (java.base@17.0.15)
1137:             1             16  java.util.stream.Collectors$$Lambda$5/0x800000010 (java.base@17.0.15)
1138:             1             16  java.util.stream.Collectors$$Lambda$6/0x800000011 (java.base@17.0.15)
1139:             1             16  java.util.stream.Collectors$$Lambda$7/0x800000016 (java.base@17.0.15)
1140:             1             16  java.util.stream.Collectors$$Lambda$8/0x800000017 (java.base@17.0.15)
1141:             1             16  java.util.stream.FindOps$FindSink$OfInt$$Lambda$61/0x800000063 (java.base@17.0.15)
1142:             1             16  java.util.stream.FindOps$FindSink$OfInt$$Lambda$62/0x800000064 (java.base@17.0.15)
1143:             1             16  java.util.stream.FindOps$FindSink$OfInt$$Lambda$63/0x800000065 (java.base@17.0.15)
1144:             1             16  java.util.stream.FindOps$FindSink$OfInt$$Lambda$64/0x800000066 (java.base@17.0.15)
1145:             1             16  java.util.stream.FindOps$FindSink$OfRef$$Lambda$11/0x80000001a (java.base@17.0.15)
1146:             1             16  java.util.stream.FindOps$FindSink$OfRef$$Lambda$12/0x80000001b (java.base@17.0.15)
1147:             1             16  java.util.stream.FindOps$FindSink$OfRef$$Lambda$13/0x80000001c (java.base@17.0.15)
1148:             1             16  java.util.stream.FindOps$FindSink$OfRef$$Lambda$14/0x80000001d (java.base@17.0.15)
1149:             1             16  java.util.stream.Nodes$EmptyNode$OfDouble (java.base@17.0.15)
1150:             1             16  java.util.stream.Nodes$EmptyNode$OfInt (java.base@17.0.15)
1151:             1             16  java.util.stream.Nodes$EmptyNode$OfLong (java.base@17.0.15)
1152:             1             16  java.util.stream.Nodes$EmptyNode$OfRef (java.base@17.0.15)
1153:             1             16  java.util.stream.ReferencePipeline$$Lambda$64/0x000000a801067350 (java.base@17.0.15)
1154:             1             16  java.util.zip.ZipFile$1 (java.base@17.0.15)
1155:             1             16  javax.management.JMX (java.management@17.0.15)
1156:             1             16  javax.management.MBeanServerBuilder (java.management@17.0.15)
1157:             1             16  javax.management.NotificationBroadcasterSupport$1 (java.management@17.0.15)
1158:             1             16  jdk.internal.icu.impl.Norm2AllModes$DecomposeNormalizer2 (java.base@17.0.15)
1159:             1             16  jdk.internal.icu.impl.Norm2AllModes$NoopNormalizer2 (java.base@17.0.15)
1160:             1             16  jdk.internal.icu.impl.NormalizerImpl$IsAcceptable (java.base@17.0.15)
1161:             1             16  jdk.internal.icu.text.NormalizerBase$NFCMode (java.base@17.0.15)
1162:             1             16  jdk.internal.icu.text.NormalizerBase$NFDMode (java.base@17.0.15)
1163:             1             16  jdk.internal.icu.text.NormalizerBase$NFKCMode (java.base@17.0.15)
1164:             1             16  jdk.internal.icu.text.NormalizerBase$NFKDMode (java.base@17.0.15)
1165:             1             16  jdk.internal.icu.text.NormalizerBase$NONEMode (java.base@17.0.15)
1166:             1             16  jdk.internal.icu.util.CodePointTrie$Data16 (java.base@17.0.15)
1167:             1             16  jdk.internal.icu.util.VersionInfo (java.base@17.0.15)
1168:             1             16  jdk.internal.jimage.ImageBufferCache$1 (java.base@17.0.15)
1169:             1             16  jdk.internal.jimage.ImageBufferCache$2 (java.base@17.0.15)
1170:             1             16  jdk.internal.jimage.ImageReaderFactory$1 (java.base@17.0.15)
1171:             1             16  jdk.internal.jimage.ImageStringsReader (java.base@17.0.15)
1172:             1             16  jdk.internal.jimage.decompressor.Decompressor (java.base@17.0.15)
1173:             1             16  jdk.internal.jrtfs.JrtFileSystemProvider (java.base@17.0.15)
1174:             1             16  jdk.internal.jrtfs.SystemImage$$Lambda$107/0x000000a801071618 (java.base@17.0.15)
1175:             1             16  jdk.internal.jrtfs.SystemImage$1 (java.base@17.0.15)
1176:             1             16  jdk.internal.logger.LazyLoggers$1 (java.base@17.0.15)
1177:             1             16  jdk.internal.logger.LazyLoggers$LazyLoggerFactories (java.base@17.0.15)
1178:             1             16  jdk.internal.math.FloatingDecimal$1 (java.base@17.0.15)
1179:             1             16  jdk.internal.math.FormattedFloatingDecimal$1 (java.base@17.0.15)
1180:             1             16  jdk.internal.misc.ScopedMemoryAccess (java.base@17.0.15)
1181:             1             16  jdk.internal.misc.TerminatingThreadLocal$1 (java.base@17.0.15)
1182:             1             16  jdk.internal.misc.Unsafe (java.base@17.0.15)
1183:             1             16  jdk.internal.module.ArchivedBootLayer (java.base@17.0.15)
1184:             1             16  jdk.internal.module.ModuleLoaderMap$Mapper (java.base@17.0.15)
1185:             1             16  jdk.internal.module.ModulePatcher (java.base@17.0.15)
1186:             1             16  jdk.internal.module.ModuleTarget (java.base@17.0.15)
1187:             1             16  jdk.internal.perf.Perf (java.base@17.0.15)
1188:             1             16  jdk.internal.reflect.BootstrapConstructorAccessorImpl (java.base@17.0.15)
1189:             1             16  jdk.internal.reflect.GeneratedConstructorAccessor1 (java.base@17.0.15)
1190:             1             16  jdk.internal.reflect.ReflectionFactory (java.base@17.0.15)
1191:             1             16  jdk.internal.util.Preconditions$1 (java.base@17.0.15)
1192:             1             16  jdk.jfr.internal.dcmd.DCmdCheck$$Lambda$250/0x000000a80117b568 (jdk.jfr@17.0.15)
1193:             1             16  jdk.jfr.internal.dcmd.DCmdDump$$Lambda$249/0x000000a80117b348 (jdk.jfr@17.0.15)
1194:             1             16  jdk.jfr.internal.dcmd.DCmdStart$$Lambda$248/0x000000a80117b128 (jdk.jfr@17.0.15)
1195:             1             16  jdk.jfr.internal.dcmd.DCmdStop$$Lambda$247/0x000000a80117ab40 (jdk.jfr@17.0.15)
1196:             1             16  jdk.management.jfr.SettingDescriptorInfo$1 (jdk.management.jfr@17.0.15)
1197:             1             16  jdk.nio.zipfs.ZipFileSystem$$Lambda$124/0x000000a801118000 (jdk.zipfs@17.0.15)
1198:             1             16  jdk.nio.zipfs.ZipFileSystem$$Lambda$125/0x000000a801118220 (jdk.zipfs@17.0.15)
1199:             1             16  jdk.nio.zipfs.ZipFileSystemProvider (jdk.zipfs@17.0.15)
1200:             1             16  sun.management.ClassLoadingImpl (java.management@17.0.15)
1201:             1             16  sun.management.ManagementFactoryHelper$$Lambda$251/0x000000a80117f1a8 (java.management@17.0.15)
1202:             1             16  sun.net.www.protocol.file.Handler (java.base@17.0.15)
1203:             1             16  sun.net.www.protocol.jrt.Handler (java.base@17.0.15)
1204:             1             16  sun.net.www.protocol.jrt.JavaRuntimeURLConnection$$Lambda$106/0x000000a80106ebf8 (java.base@17.0.15)
1205:             1             16  sun.nio.ch.FileChannelImpl$1 (java.base@17.0.15)
1206:             1             16  sun.nio.ch.FileChannelImpl$2 (java.base@17.0.15)
1207:             1             16  sun.nio.ch.Util$1 (java.base@17.0.15)
1208:             1             16  sun.nio.fs.MacOSXFileSystemProvider (java.base@17.0.15)
1209:             1             16  sun.nio.fs.NativeBuffers$1 (java.base@17.0.15)
1210:             1             16  sun.reflect.generics.tree.LongSignature (java.base@17.0.15)
1211:             1             16  sun.reflect.generics.tree.TypeVariableSignature (java.base@17.0.15)
1212:             1             16  sun.reflect.generics.tree.VoidDescriptor (java.base@17.0.15)
1213:             1             16  sun.util.calendar.Gregorian (java.base@17.0.15)
1214:             1             16  sun.util.cldr.CLDRBaseLocaleDataMetaInfo (java.base@17.0.15)
1215:             1             16  sun.util.cldr.CLDRLocaleProviderAdapter$$Lambda$52/0x80000005a (java.base@17.0.15)
1216:             1             16  sun.util.locale.InternalLocaleBuilder$CaseInsensitiveChar (java.base@17.0.15)
1217:             1             16  sun.util.locale.provider.CalendarDataUtility$CalendarWeekParameterGetter (java.base@17.0.15)
1218:             1             16  sun.util.locale.provider.TimeZoneNameUtility$TimeZoneNameGetter (java.base@17.0.15)
1219:             1             16  sun.util.logging.internal.LoggingProviderImpl (java.logging@17.0.15)
1220:             1             16  sun.util.resources.LocaleData$LocaleDataStrategy (java.base@17.0.15)
1221:             1             16  sun.util.resources.cldr.provider.CLDRLocaleDataMetaInfo (jdk.localedata@17.0.15)
Total        130267        5594368
